,Date,Open,High,Low,Close,Volume,Adj Close
99,2016-02-10,16035.610352000002,16201.889647999998,15899.910156,15914.740234,122290000,15914.740234
100,2016-02-09,16005.410156,16136.620116999999,15881.110352000002,16014.379883000001,127740000,16014.379883000001
101,2016-02-08,16147.509766,16147.509766,15803.549805,16027.049805,165880000,16027.049805
102,2016-02-05,16417.949219,16423.630859,16129.80957,16204.969727000002,139010000,16204.969727000002
103,2016-02-04,16329.669922,16485.839844,16266.160156,16416.580078,131490000,16416.580078
104,2016-02-03,16186.200195,16381.69043,15960.450195,16336.660156,141870000,16336.660156
105,2016-02-02,16420.210938,16420.210938,16108.44043,16153.540038999998,126210000,16153.540038999998
106,2016-02-01,16453.630859,16510.980469,16299.469727000002,16449.179688,114450000,16449.179688
107,2016-01-29,16090.259766,16466.300781,16090.259766,16466.300781,217940000,16466.300781
108,2016-01-28,15960.280272999998,16102.139647999998,15863.719727000002,16069.639647999998,130120000,16069.639647999998
109,2016-01-27,16168.740234,16235.030272999998,15878.299805,15944.459961000002,138350000,15944.459961000002
110,2016-01-26,15893.160156,16185.790038999998,15893.160156,16167.230469,118210000,16167.230469
111,2016-01-25,16086.459961000002,16086.459961000002,15880.150391,15885.219727000002,123250000,15885.219727000002
112,2016-01-22,15921.099609,16136.790038999998,15921.099609,16093.509766,145850000,16093.509766
113,2016-01-21,15768.870116999999,16038.589844,15704.660156,15882.679688,145140000,15882.679688
114,2016-01-20,15989.450195,15989.450195,15450.55957,15766.740234,191870000,15766.740234
115,2016-01-19,16009.450195,16171.959961000002,15900.25,16016.019531,144360000,16016.019531
116,2016-01-15,16354.330078,16354.330078,15842.110352000002,15988.080078,239210000,15988.080078
117,2016-01-14,16159.009766,16482.050781,16075.120116999999,16379.049805,158830000,16379.049805
118,2016-01-13,16526.630859,16593.509766,16123.200195,16151.410156,153530000,16151.410156
119,2016-01-12,16419.109375,16591.349609,16322.070312,16516.220703,117480000,16516.220703
120,2016-01-11,16358.709961000002,16461.849609,16232.030272999998,16398.570312,127790000,16398.570312
121,2016-01-08,16519.169922,16651.890625,16314.570312,16346.450195,141850000,16346.450195
122,2016-01-07,16888.359375,16888.359375,16463.630859,16514.099609,176240000,16514.099609
123,2016-01-06,17154.830078,17154.830078,16817.619141,16906.509766,120250000,16906.509766
124,2016-01-05,17147.5,17195.839844,17038.609375,17158.660156,105750000,17158.660156
125,2016-01-04,17405.480469,17405.480469,16957.630859,17148.939453,148060000,17148.939453
126,2015-12-31,17590.660156,17590.660156,17421.160156,17425.029297,93690000,17425.029297
127,2015-12-30,17711.939453,17714.130859,17588.869141,17603.869141,59760000,17603.869141
128,2015-12-29,17547.369141,17750.019531,17547.369141,17720.980469,69860000,17720.980469
129,2015-12-28,17535.660156,17536.900391,17437.339844,17528.269531,59770000,17528.269531
130,2015-12-24,17593.259766,17606.339844,17543.949219,17552.169922,40350000,17552.169922
131,2015-12-23,17427.630859,17607.919922,17427.630859,17602.609375,92820000,17602.609375
132,2015-12-22,17253.550781,17451.109375,17242.859375,17417.269531,91570000,17417.269531
133,2015-12-21,17154.939453,17272.359375,17116.730469,17251.619141,114910000,17251.619141
134,2015-12-18,17495.039062,17496.580078,17124.310547,17128.550781,344560000,17128.550781
135,2015-12-17,17756.539062,17796.759766,17493.5,17495.839844,115780000,17495.839844
136,2015-12-16,17530.849609,17784.359375,17483.679688,17749.089844,123790000,17749.089844
137,2015-12-15,17374.779297,17627.630859,17341.179688,17524.910156,123430000,17524.910156
138,2015-12-14,17277.109375,17378.019531,17138.470703,17368.5,142540000,17368.5
139,2015-12-11,17574.75,17574.75,17230.5,17265.210938,134510000,17265.210938
140,2015-12-10,17493.169922,17697.740234,17474.660156,17574.75,107310000,17574.75
141,2015-12-09,17558.179688,17767.689453,17403.509766,17492.300781,122020000,17492.300781
142,2015-12-08,17703.990234,17703.990234,17485.390625,17568.0,113720000,17568.0
143,2015-12-07,17845.490234,17845.490234,17639.25,17730.509766,99670000,17730.509766
144,2015-12-04,17482.679688,17866.470703,17482.679688,17847.630859,137650000,17847.630859
145,2015-12-03,17741.570312,17780.589844,17425.560547,17477.669922,126990000,17477.669922
146,2015-12-02,17883.140625,17901.580078,17708.199219,17729.679688,102860000,17729.679688
147,2015-12-01,17719.720703,17895.5,17719.720703,17888.349609,103880000,17888.349609
148,2015-11-30,17802.839844,17837.240234,17719.789062,17719.919922,155560000,17719.919922
149,2015-11-27,17806.039062,17830.359375,17749.320312,17813.390625,82540000,17813.390625
150,2015-11-25,17820.810547,17854.919922,17801.830078,17813.390625,82540000,17813.390625
151,2015-11-24,17770.900391,17862.599609,17683.509766,17812.189453,127170000,17812.189453
152,2015-11-23,17823.609375,17868.179688,17751.529297,17792.679688,134680000,17792.679688
153,2015-11-20,17732.75,17914.339844,17732.75,17823.810547,153140000,17823.810547
154,2015-11-19,17739.830078,17772.970703,17681.980469,17732.75,114630000,17732.75
155,2015-11-18,17485.490234,17752.160156,17485.490234,17737.160156,106810000,17737.160156
156,2015-11-17,17486.990234,17599.330078,17451.410156,17489.5,167190000,17489.5
157,2015-11-16,17229.939453,17483.009766,17210.429688,17483.009766,137590000,17483.009766
158,2015-11-13,17439.25,17439.25,17238.890625,17245.240234,134640000,17245.240234
159,2015-11-12,17691.929688,17691.929688,17443.5,17448.070312,113660000,17448.070312
160,2015-11-11,17769.5,17807.179688,17696.910156,17702.220703,95230000,17702.220703
161,2015-11-10,17724.130859,17768.660156,17657.720703,17758.210938,108640000,17758.210938
162,2015-11-09,17900.779297,17900.779297,17667.779297,17730.480469,121210000,17730.480469
163,2015-11-06,17855.220703,17912.039062,17768.599609,17910.330078,107450000,17910.330078
164,2015-11-05,17871.25,17929.509766,17779.189453,17863.429688,98910000,17863.429688
165,2015-11-04,17929.580078,17964.119141,17828.830078,17867.580078,99890000,17867.580078
166,2015-11-03,17819.740234,17977.849609,17796.019531,17918.150391,92290000,17918.150391
167,2015-11-02,17672.619141,17845.900391,17655.019531,17828.759766,100840000,17828.759766
168,2015-10-30,17756.599609,17799.960938,17662.869141,17663.539062,149250000,17663.539062
169,2015-10-29,17771.5,17786.0,17684.720703,17755.800781,90300000,17755.800781
170,2015-10-28,17586.689453,17779.949219,17556.710938,17779.519531,115630000,17779.519531
171,2015-10-27,17608.890625,17635.179688,17540.570312,17581.429688,113960000,17581.429688
172,2015-10-26,17649.570312,17660.699219,17602.509766,17623.050781,116660000,17623.050781
173,2015-10-23,17525.109375,17679.369141,17525.109375,17646.699219,158090000,17646.699219
174,2015-10-22,17180.880859,17505.179688,17180.880859,17489.160156,152420000,17489.160156
175,2015-10-21,17225.929688,17314.990234,17153.130859,17168.609375,107100000,17168.609375
176,2015-10-20,17228.470703,17264.880859,17147.990234,17217.109375,106670000,17217.109375
177,2015-10-19,17209.429688,17235.949219,17129.189453,17230.539062,118430000,17230.539062
178,2015-10-16,17141.75,17220.019531,17107.349609,17215.970703,145880000,17215.970703
179,2015-10-15,16944.859375,17144.419922,16933.570312,17141.75,122960000,17141.75
180,2015-10-14,17079.080078,17111.380859,16887.669922,16924.75,120110000,16924.75
181,2015-10-13,17113.550781,17172.810547,17034.449219,17081.890625,99400000,17081.890625
182,2015-10-12,17082.289062,17139.210938,17064.580078,17131.859375,72500000,17131.859375
183,2015-10-09,17054.689453,17110.880859,17027.230469,17084.490234,103730000,17084.490234
184,2015-10-08,16904.169922,17081.279297,16859.339844,17050.75,100730000,17050.75
185,2015-10-07,16805.419922,16963.300781,16765.0,16912.289062,115690000,16912.289062
186,2015-10-06,16774.019531,16865.089844,16746.029297,16790.189453,120010000,16790.189453
187,2015-10-05,16502.099609,16798.369141,16502.099609,16776.429688,127660000,16776.429688
188,2015-10-02,16258.25,16472.769531,16013.660156,16472.369141,136870000,16472.369141
189,2015-10-01,16278.620116999999,16348.870116999999,16073.820312,16272.009766,111420000,16272.009766
190,2015-09-30,16057.080078,16297.599609,16057.080078,16284.700195,145740000,16284.700195
191,2015-09-29,16001.759766,16118.889647999998,15942.370116999999,16049.129883000001,121160000,16049.129883000001
192,2015-09-28,16313.259766,16313.259766,15981.849609,16001.889647999998,139930000,16001.889647999998
193,2015-09-25,16205.070312,16465.230469,16205.070312,16314.669922,130790000,16314.669922
194,2015-09-24,16257.110352000002,16257.110352000002,16016.360352000002,16201.320312,122220000,16201.320312
195,2015-09-23,16332.80957,16355.290038999998,16211.980469,16279.889647999998,86030000,16279.889647999998
196,2015-09-22,16477.449219,16477.449219,16221.730469,16330.469727000002,119010000,16330.469727000002
197,2015-09-21,16406.099609,16578.599609,16391.880859,16510.189453,90730000,16510.189453
198,2015-09-18,16674.740234,16674.740234,16343.759766,16384.580078,341690000,16384.580078
199,2015-09-17,16738.080078,16933.429688,16639.929688,16674.740234,129600000,16674.740234
200,2015-09-16,16599.509766,16755.980469,16593.900391,16739.949219,99620000,16739.949219
201,2015-09-15,16382.580078,16644.109375,16382.580078,16599.849609,93050000,16599.849609
202,2015-09-14,16450.859375,16450.859375,16330.870116999999,16370.959961000002,92660000,16370.959961000002
203,2015-09-11,16330.400391,16434.759766,16244.650391,16433.089844,104630000,16433.089844
204,2015-09-10,16252.570312,16441.939453,16212.080078,16330.400391,122690000,16330.400391
205,2015-09-09,16505.039062,16664.650391,16220.099609,16253.570312,118790000,16253.570312
206,2015-09-08,16109.929688,16503.410156,16109.929688,16492.679688,123870000,16492.679688
207,2015-09-04,16371.759766,16371.759766,16026.610352000002,16102.379883000001,127270000,16102.379883000001
208,2015-09-03,16364.339844,16550.070312,16317.30957,16374.759766,109730000,16374.759766
209,2015-09-02,16058.349609,16352.580078,16058.349609,16351.379883000001,133480000,16351.379883000001
210,2015-09-01,16528.029297,16528.029297,15979.950195,16058.349609,171390000,16058.349609
211,2015-08-31,16632.019531,16632.019531,16444.050781,16528.029297,141440000,16528.029297
212,2015-08-28,16649.419922,16669.970703,16535.179688,16643.009766,131790000,16643.009766
213,2015-08-27,16285.509766,16666.689453,16285.509766,16654.769531,171980000,16654.769531
214,2015-08-26,15676.259766,16303.75,15676.259766,16285.509766,208420000,16285.509766
215,2015-08-25,15882.269531,16312.94043,15651.240234,15666.44043,213220000,15666.44043
216,2015-08-24,16459.75,16459.75,15370.330078,15871.349609,293920000,15871.349609
217,2015-08-21,16990.689453,16990.689453,16459.550781,16459.75,225170000,16459.75
218,2015-08-20,17345.320312,17345.320312,16990.689453,16990.689453,128530000,16990.689453
219,2015-08-19,17508.740234,17517.189453,17282.419922,17348.730469,104720000,17348.730469
220,2015-08-18,17537.300781,17568.400391,17486.419922,17511.339844,79900000,17511.339844
221,2015-08-17,17472.660156,17551.400391,17341.720703,17545.179688,73380000,17545.179688
222,2015-08-14,17410.119141,17492.900391,17394.060547,17477.400391,82120000,17477.400391
223,2015-08-13,17401.640625,17481.779297,17341.339844,17408.25,88550000,17408.25
224,2015-08-12,17382.929688,17423.900391,17125.810547,17402.509766,120400000,17402.509766
225,2015-08-11,17593.589844,17593.589844,17352.630859,17402.839844,103010000,17402.839844
226,2015-08-10,17375.179688,17629.130859,17375.179688,17615.169922,92430000,17615.169922
227,2015-08-07,17414.939453,17414.939453,17279.080078,17373.380859,81800000,17373.380859
228,2015-08-06,17542.609375,17572.039062,17362.859375,17419.75,96170000,17419.75
229,2015-08-05,17555.240234,17661.369141,17492.900391,17540.470703,102450000,17540.470703
230,2015-08-04,17596.929688,17635.779297,17505.5,17550.689453,99060000,17550.689453
231,2015-08-03,17696.740234,17704.759766,17496.609375,17598.199219,87880000,17598.199219
232,2015-07-31,17755.869141,17783.589844,17671.589844,17689.859375,106120000,17689.859375
233,2015-07-30,17743.240234,17761.25,17640.849609,17745.980469,76650000,17745.980469
234,2015-07-29,17631.400391,17776.779297,17629.199219,17751.390625,93140000,17751.390625
235,2015-07-28,17449.810547,17650.070312,17449.810547,17630.269531,103450000,17630.269531
236,2015-07-27,17561.779297,17561.779297,17399.169922,17440.589844,117860000,17440.589844
237,2015-07-24,17731.050781,17756.539062,17553.730469,17568.529297,103470000,17568.529297
238,2015-07-23,17853.779297,17860.949219,17705.029297,17731.919922,88600000,17731.919922
239,2015-07-22,17918.349609,17919.349609,17807.410156,17851.039062,112370000,17851.039062
240,2015-07-21,18096.669922,18096.669922,17868.339844,17919.289062,100170000,17919.289062
241,2015-07-20,18085.910156,18137.119141,18064.5,18100.410156,75060000,18100.410156
242,2015-07-17,18117.580078,18121.119141,18032.060547,18086.449219,106510000,18086.449219
243,2015-07-16,18078.160156,18131.609375,18065.330078,18120.25,85030000,18120.25
244,2015-07-15,18053.380859,18090.390625,18010.150391,18050.169922,80460000,18050.169922
245,2015-07-14,17974.609375,18072.820312,17956.169922,18053.580078,76740000,18053.580078
246,2015-07-13,17787.269531,17987.570312,17787.269531,17977.679688,86380000,17977.679688
247,2015-07-10,17561.119141,17797.490234,17561.119141,17760.410156,85800000,17760.410156
248,2015-07-09,17530.380859,17764.849609,17530.380859,17548.619141,100520000,17548.619141
249,2015-07-08,17759.009766,17759.009766,17496.220703,17515.419922,69830000,17515.419922
250,2015-07-07,17684.919922,17793.449219,17465.679688,17776.910156,105840000,17776.910156
251,2015-07-06,17728.080078,17734.359375,17564.359375,17683.580078,90130000,17683.580078
252,2015-07-02,17763.320312,17825.490234,17687.519531,17730.109375,83080000,17730.109375
253,2015-07-01,17638.119141,17801.830078,17638.119141,17757.910156,87010000,17757.910156
254,2015-06-30,17599.960938,17714.660156,17576.5,17619.509766,126460000,17619.509766
255,2015-06-29,17936.740234,17936.740234,17590.550781,17596.349609,116340000,17596.349609
256,2015-06-26,17892.029297,18013.150391,17892.029297,17946.679688,158120000,17946.679688
257,2015-06-25,17977.109375,18036.099609,17890.359375,17890.359375,78990000,17890.359375
258,2015-06-24,18139.099609,18139.099609,17966.070312,17966.070312,104980000,17966.070312
259,2015-06-23,18121.779297,18188.810547,18108.099609,18144.070312,75970000,18144.070312
260,2015-06-22,18027.630859,18181.669922,18027.630859,18119.779297,77780000,18119.779297
261,2015-06-19,18116.240234,18117.710938,18010.580078,18015.949219,258300000,18015.949219
262,2015-06-18,17944.609375,18174.730469,17944.609375,18115.839844,94460000,18115.839844
263,2015-06-17,17909.580078,17998.0,17839.650391,17935.740234,92410000,17935.740234
264,2015-06-16,17787.429688,17919.619141,17774.119141,17904.480469,77510000,17904.480469
265,2015-06-15,17890.759766,17890.759766,17698.419922,17791.169922,91920000,17791.169922
266,2015-06-12,18035.830078,18035.830078,17857.070312,17898.839844,83760000,17898.839844
267,2015-06-11,18001.269531,18109.769531,18001.269531,18039.369141,89490000,18039.369141
268,2015-06-10,17765.380859,18045.140625,17765.380859,18000.400391,96980000,18000.400391
269,2015-06-09,17766.949219,17817.830078,17714.970703,17764.039062,90550000,17764.039062
270,2015-06-08,17849.460938,17852.349609,17760.609375,17766.550781,86300000,17766.550781
271,2015-06-05,17905.380859,17940.779297,17822.900391,17849.460938,89140000,17849.460938
272,2015-06-04,18072.470703,18087.150391,17876.949219,17905.580078,93470000,17905.580078
273,2015-06-03,18018.419922,18168.089844,18010.419922,18076.269531,73120000,18076.269531
274,2015-06-02,18033.330078,18091.869141,17925.330078,18011.939453,77550000,18011.939453
275,2015-06-01,18017.820312,18105.830078,17982.060547,18040.369141,85640000,18040.369141
276,2015-05-29,18128.119141,18128.119141,17967.740234,18010.679688,139810000,18010.679688
277,2015-05-28,18154.140625,18154.140625,18066.400391,18126.119141,67510000,18126.119141
278,2015-05-27,18045.080078,18190.349609,18045.080078,18162.990234,96400000,18162.990234
279,2015-05-26,18229.75,18229.75,17990.019531,18041.539062,109440000,18041.539062
280,2015-05-22,18286.869141,18286.869141,18217.140625,18232.019531,78890000,18232.019531
281,2015-05-21,18285.869141,18314.890625,18249.900391,18285.740234,84270000,18285.740234
282,2015-05-20,18315.060547,18350.130859,18272.560547,18285.400391,80190000,18285.400391
283,2015-05-19,18300.480469,18351.359375,18261.349609,18312.390625,87200000,18312.390625
284,2015-05-18,18267.25,18325.539062,18244.259766,18298.880859,79080000,18298.880859
285,2015-05-15,18251.970703,18272.720703,18215.070312,18272.560547,108220000,18272.560547
286,2015-05-14,18062.490234,18255.210938,18062.490234,18252.240234,91580000,18252.240234
287,2015-05-13,18070.369141,18132.789062,18039.199219,18060.490234,85180000,18060.490234
288,2015-05-12,18096.160156,18119.179688,17924.800781,18068.230469,89270000,18068.230469
289,2015-05-11,18187.779297,18199.949219,18089.109375,18105.169922,86050000,18105.169922
290,2015-05-08,17933.640625,18205.230469,17933.640625,18191.109375,94960000,18191.109375
291,2015-05-07,17840.25,17973.070312,17796.939453,17924.060547,80920000,17924.060547
292,2015-05-06,17934.810547,18019.75,17733.119141,17841.980469,100430000,17841.980469
293,2015-05-05,18062.529297,18086.009766,17905.710938,17928.199219,95340000,17928.199219
294,2015-05-04,18026.019531,18133.759766,18026.019531,18070.400391,86010000,18070.400391
295,2015-05-01,17859.269531,18028.890625,17859.269531,18024.060547,91700000,18024.060547
296,2015-04-30,18033.330078,18033.330078,17774.890625,17840.519531,129180000,17840.519531
297,2015-04-29,18093.689453,18096.460938,17953.689453,18035.529297,102080000,18035.529297
298,2015-04-28,18035.900391,18119.650391,17917.359375,18110.140625,124930000,18110.140625
299,2015-04-27,18097.890625,18175.560547,18024.660156,18037.970703,121110000,18037.970703
300,2015-04-24,18056.419922,18108.869141,18009.080078,18080.140625,119130000,18080.140625
301,2015-04-23,18031.900391,18133.029297,17966.769531,18058.689453,100240000,18058.689453
302,2015-04-22,17950.820312,18056.019531,17887.759766,18038.269531,91260000,18038.269531
303,2015-04-21,18034.230469,18109.699219,17929.630859,17949.589844,95180000,17949.589844
304,2015-04-20,17841.179688,18092.220703,17841.179688,18034.929688,103160000,18034.929688
305,2015-04-17,18102.560547,18102.560547,17748.529297,17826.300781,138860000,17826.300781
306,2015-04-16,18106.269531,18169.259766,18063.859375,18105.769531,89520000,18105.769531
307,2015-04-15,18045.710938,18160.519531,18045.710938,18112.609375,113610000,18112.609375
308,2015-04-14,17979.109375,18075.599609,17905.480469,18036.699219,82830000,18036.699219
309,2015-04-13,18052.320312,18107.570312,17974.810547,17977.039062,120090000,17977.039062
310,2015-04-10,17956.730469,18066.759766,17945.550781,18057.650391,116410000,18057.650391
311,2015-04-09,17902.509766,17984.220703,17823.099609,17958.730469,86740000,17958.730469
312,2015-04-08,17877.619141,17976.199219,17822.230469,17902.509766,76820000,17902.509766
313,2015-04-07,17884.320312,17983.119141,17871.210938,17875.419922,72150000,17875.419922
314,2015-04-06,17755.5,17941.789062,17646.800781,17880.849609,100850000,17880.849609
315,2015-04-02,17699.519531,17815.029297,17673.490234,17763.240234,87370000,17763.240234
316,2015-04-01,17778.519531,17778.519531,17585.009766,17698.179688,103360000,17698.179688
317,2015-03-31,17965.369141,17965.369141,17773.019531,17776.119141,119470000,17776.119141
318,2015-03-30,17727.480469,18008.640625,17727.480469,17976.310547,104040000,17976.310547
319,2015-03-27,17673.630859,17729.140625,17630.490234,17712.660156,103220000,17712.660156
320,2015-03-26,17716.269531,17759.509766,17579.269531,17678.230469,117740000,17678.230469
321,2015-03-25,18012.609375,18041.970703,17718.539062,17718.539062,106560000,17718.539062
322,2015-03-24,18110.869141,18149.240234,18010.439453,18011.140625,87190000,18011.140625
