STATION,NAME,DATE,PRCP,TMAX,TMIN
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/10/2010,0,57,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/11/2010,0,53,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/12/2010,0.64,44,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/13/2010,2.43,48,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/14/2010,0.71,50,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/15/2010,0.28,47,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/16/2010,0,63,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/17/2010,0,67,32
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/18/2010,0,69,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/19/2010,0,72,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/20/2010,0,75,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/21/2010,0,68,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/22/2010,1.42,57,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/23/2010,0.06,54,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/24/2010,0,61,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/25/2010,0.02,65,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/26/2010,0.15,53,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/27/2010,0,44,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/28/2010,0.48,48,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/29/2010,1.01,55,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/30/2010,1.79,49,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",3/31/2010,0.04,59,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/1/2010,0,73,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/2/2010,0,70,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/3/2010,0,72,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/4/2010,0,76,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/5/2010,0,80,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/6/2010,0,85,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/7/2010,0,91,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/8/2010,0,85,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/9/2010,0.39,65,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/10/2010,0,63,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/11/2010,0,75,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/12/2010,0,66,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/13/2010,0,55,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/14/2010,0,67,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/15/2010,0,72,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/16/2010,0.43,58,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/17/2010,0,54,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/18/2010,0,55,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/19/2010,0,62,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/20/2010,0,70,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/21/2010,0.03,69,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/22/2010,0.06,71,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/23/2010,0,68,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/24/2010,0.03,70,37
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/25/2010,1.86,50,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/26/2010,0.46,52,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/27/2010,0.04,57,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/28/2010,0,57,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/29/2010,0,70,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",4/30/2010,0,81,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/1/2010,0,92,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/2/2010,0.05,89,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/3/2010,1.26,82,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/4/2010,0.01,80,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/5/2010,0.01,81,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/6/2010,0,79,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/7/2010,0,73,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/8/2010,0.04,76,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/9/2010,0,53,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/10/2010,0,60,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/11/2010,0.07,57,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/12/2010,0.45,47,43
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/13/2010,0,68,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/14/2010,0.12,82,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/15/2010,0,74,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/16/2010,0,72,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/17/2010,0,74,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/18/2010,0.93,59,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/19/2010,0,64,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/20/2010,0.01,83,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/21/2010,0,87,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/22/2010,0.06,75,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/23/2010,0.02,73,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/24/2010,0,75,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/25/2010,0,84,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/26/2010,0,93,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/27/2010,0.34,82,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/28/2010,0.01,72,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/29/2010,0,78,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/30/2010,0,86,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",5/31/2010,0,89,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/1/2010,0.06,84,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/2/2010,0.01,87,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/3/2010,0,88,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/4/2010,0,87,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/5/2010,0,87,73
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/6/2010,0.08,90,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/7/2010,0,75,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/8/2010,0,73,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/9/2010,0.58,67,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/10/2010,0.03,80,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/11/2010,0,73,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/12/2010,0,84,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/13/2010,0.52,81,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/14/2010,0,82,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/15/2010,0,82,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/16/2010,0.17,77,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/17/2010,0.01,72,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/18/2010,0,85,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/19/2010,0,86,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/20/2010,0.01,89,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/21/2010,0,88,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/22/2010,0.1,86,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/23/2010,0,90,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/24/2010,0.12,92,74
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/25/2010,0,86,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/26/2010,0,89,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/27/2010,0,91,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/28/2010,0.96,91,74
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/29/2010,0,87,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",6/30/2010,0,78,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/1/2010,0,76,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/2/2010,0,80,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/3/2010,0,89,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/4/2010,0,96,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/5/2010,0,98,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/6/2010,0,102,73
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/7/2010,0,100,77
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/8/2010,0.02,87,73
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/9/2010,0.02,88,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/10/2010,0,81,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/11/2010,0.01,92,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/12/2010,0.01,92,66
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/13/2010,0.24,84,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/14/2010,1.44,76,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/15/2010,0,87,72
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/16/2010,0,93,72
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/17/2010,0,92,72
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/18/2010,0,91,73
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/19/2010,0.83,92,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/20/2010,0.01,87,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/21/2010,0,92,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/22/2010,0,88,71
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/23/2010,0.09,87,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/24/2010,0,95,77
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/25/2010,0.2,91,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/26/2010,0,86,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/27/2010,0,88,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/28/2010,0,89,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/29/2010,0.07,88,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/30/2010,0,83,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",7/31/2010,0,83,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/1/2010,0.02,78,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/2/2010,0,84,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/3/2010,0,87,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/4/2010,0,93,73
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/5/2010,0.03,90,76
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/6/2010,0,88,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/7/2010,0,86,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/8/2010,0,88,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/9/2010,0,93,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/10/2010,0,90,74
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/11/2010,0,94,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/12/2010,0.14,75,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/13/2010,0,83,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/14/2010,0,79,60
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/15/2010,0.25,76,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/16/2010,0.15,89,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/17/2010,0,89,69
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/18/2010,0,84,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/19/2010,0,89,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/20/2010,0,89,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/21/2010,0,83,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/22/2010,1.48,80,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/23/2010,0.97,69,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/24/2010,0.01,70,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/25/2010,0.39,69,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/26/2010,0,81,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/27/2010,0,78,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/28/2010,0,82,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/29/2010,0.01,93,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/30/2010,0,90,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",8/31/2010,0,95,65
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/1/2010,0,95,68
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/2/2010,0,94,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/3/2010,0,86,70
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/4/2010,0,78,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/5/2010,0,75,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/6/2010,0,80,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/7/2010,0,88,62
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/8/2010,0,89,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/9/2010,0,69,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/10/2010,0,72,55
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/11/2010,0,78,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/12/2010,0.08,66,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/13/2010,0.47,76,56
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/14/2010,0,75,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/15/2010,0,71,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/16/2010,0.77,70,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/17/2010,0.06,71,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/18/2010,0,72,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/19/2010,0.01,82,54
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/20/2010,0,75,51
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/21/2010,0,74,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/22/2010,0.22,87,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/23/2010,0,80,61
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/24/2010,0,85,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/25/2010,0,87,64
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/26/2010,0,73,57
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/27/2010,0.53,73,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/28/2010,0.19,76,67
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/29/2010,0,75,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",9/30/2010,1.09,77,63
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/1/2010,2.95,76,53
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/2/2010,0.01,67,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/3/2010,0.01,64,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/4/2010,0.3,54,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/5/2010,0.01,59,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/6/2010,0,63,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/7/2010,0.01,71,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/8/2010,0,75,47
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/9/2010,0,72,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/10/2010,0,70,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/11/2010,0.56,76,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/12/2010,0.02,70,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/13/2010,0,65,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/14/2010,0.45,62,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/15/2010,0.08,57,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/16/2010,0,60,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/17/2010,0,71,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/18/2010,0,60,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/19/2010,0.01,60,44
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/20/2010,0,58,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/21/2010,0.01,62,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/22/2010,0,52,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/23/2010,0,66,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/24/2010,0,69,46
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/25/2010,0.01,76,48
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/26/2010,0,72,59
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/27/2010,0.16,75,58
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/28/2010,0,74,52
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/29/2010,0,56,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/30/2010,0,57,38
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",10/31/2010,0,56,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/1/2010,0,49,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/2/2010,0,52,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/3/2010,0,54,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/4/2010,1.23,47,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/5/2010,0.08,52,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/6/2010,0,50,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/7/2010,0,51,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/8/2010,0.03,44,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/9/2010,0,57,40
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/10/2010,0,59,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/11/2010,0,58,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/12/2010,0,64,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/13/2010,0,65,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/14/2010,0,61,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/15/2010,0,58,45
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/16/2010,0.44,60,49
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/17/2010,0.42,62,50
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/18/2010,0.02,56,37
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/19/2010,0,48,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/20/2010,0,54,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/21/2010,0,47,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/22/2010,0,63,41
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/23/2010,0,60,42
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/24/2010,0,49,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/25/2010,0.06,41,36
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/26/2010,0.11,50,35
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/27/2010,0,41,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/28/2010,0,48,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/29/2010,0,48,23
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",11/30/2010,0.13,56,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/1/2010,1.86,61,39
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/2/2010,0,42,31
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/3/2010,0,40,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/4/2010,0,39,26
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/5/2010,0,34,28
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/6/2010,0,34,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/7/2010,0,36,30
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/8/2010,0,34,20
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/9/2010,0,30,16
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/10/2010,0,34,13
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/11/2010,0,45,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/12/2010,1.71,57,34
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/13/2010,0.11,46,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/14/2010,0,22,18
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/15/2010,0,26,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/16/2010,0,28,18
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/17/2010,0,37,16
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/18/2010,0,36,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/19/2010,0,34,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/20/2010,0,36,17
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/21/2010,0,38,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/22/2010,0,37,24
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/23/2010,0,34,29
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/24/2010,0,39,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/25/2010,0,31,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/26/2010,0.71,28,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/27/2010,0.11,28,18
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/28/2010,0,38,16
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/29/2010,0,38,16
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/30/2010,0,39,10
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",12/31/2010,0,46,22
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/1/2011,0,51,27
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/2/2011,0.04,51,33
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/3/2011,0,35,23
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/4/2011,0,40,23
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/5/2011,0,38,19
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/6/2011,0,32,16
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/7/2011,0.16,32,13
USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",1/8/2011,0,29,9
